"month","mean_flow","min_flow","max_flow","variance_flow"
1,65.013129775,45.86102719,84.16523236,733.606066852728
2,20.999457005,0.933433735,47.76548673,581.977861804403
3,14.6437183175,0,32.09110169,226.632952795215
4,2.24790318,0,7.325581395,9.3872286529427
5,0.123710788666667,0,0.742264732,0.091826155395172
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,NA,Inf,-Inf,NA
11,5.154593614,2.020670778,9.891265597,17.4131693223743
12,22.453104004,5.440677966,35.96685083,160.023340710614
