"month","mean_flow","min_flow","max_flow","variance_flow"
2,60.97972973,60.97972973,60.97972973,NA
3,9.663413826,5.804494382,13.52233327,29.7825185505625
4,15.09130435,15.09130435,15.09130435,NA
5,35.75702044,22.63473054,48.87931034,344.388984439284
6,0.416819013,0,0.833638026,0.347476179196588
7,0,0,0,0
8,0,0,0,NA
9,0,0,0,NA
11,0,0,0,0
