"day","month","year","DOY","Temperature.degC.","Pressure.psi.","depth_cm","flow_m3_s","flow_L_s"
22,1,2020,22,4.28666666666667,0.372052083333333,26.1585690013542,0.0897576297355761,89.7576297355761
23,1,2020,23,5.00375,0.478041666666667,33.6105789570833,0.131449626492682,131.449626492682
24,1,2020,24,5.31177083333333,0.3310625,23.276636895625,0.0751476644129024,75.1476644129024
25,1,2020,25,5.35510416666667,0.254385416666667,17.8855562780208,0.0503235912973003,50.3235912973003
26,1,2020,26,5.4565625,0.219479166666667,15.4313365864583,0.0401987999722872,40.1987999722872
27,1,2020,27,5.266875,0.202979166666667,14.2712399014583,0.0356905805278539,35.6905805278539
28,1,2020,28,5.3428125,0.25871875,18.1902281346875,0.0516340929675024,51.6340929675024
29,1,2020,29,5.4803125,0.252864583333333,17.7786281744792,0.0498664011629478,49.8664011629478
30,1,2020,30,5.26541666666667,0.219020833333333,15.3991116785417,0.0400711034615494,40.0711034615494
31,1,2020,31,6.0171875,0.29090625,20.4532955315625,0.061722659010304,61.722659010304
1,2,2020,32,5.96416666666667,0.417291666666667,29.3393138895833,0.106886221221348,106.886221221348
2,2,2020,33,4.916875,0.245770833333333,17.2798744860417,0.0477528902729033,47.7528902729033
3,2,2020,34,4.31166666666667,0.183708333333333,12.9163290004167,0.0306631383554803,30.6631383554803
4,2,2020,35,3.7534375,0.157489583333333,11.0729177907292,0.0242565914443333,24.2565914443333
5,2,2020,36,3.40833333333333,0.175822916666667,12.3619141073958,0.0286825238145803,28.6825238145803
6,2,2020,37,3.80446428571429,0.212410714285714,14.9343615455357,0.0382450288040023,38.2450288040023
25,9,2020,269,12.1306293706294,-0.00286713286713287,-0.201584929370629,NA,NA
26,9,2020,270,11.4885069444444,-0.00186805555555555,-0.131340912569444,NA,NA
27,9,2020,271,11.3653819444444,-0.00188194444444444,-0.132317424930556,NA,NA
28,9,2020,272,11.3488541666667,-0.00161805555555556,-0.113763690069444,NA,NA
29,9,2020,273,12.0746180555556,-0.00181944444444444,-0.127923119305556,NA,NA
30,9,2020,274,12.7005902777778,-0.00241319444444445,-0.169669022743056,NA,NA
1,10,2020,275,13.0359375,-0.00282638888888889,-0.198720265486111,NA,NA
2,10,2020,276,13.2696527777778,-0.00290625,-0.2043352115625,NA,NA
3,10,2020,277,13.1896527777778,-0.00240625,-0.1691807665625,NA,NA
4,10,2020,278,12.8534027777778,-0.00173263888888889,-0.121819917048611,NA,NA
5,10,2020,279,12.3725,-0.000885416666666666,-0.0622526630208333,NA,NA
6,10,2020,280,12.2714583333333,-0.000677083333333333,-0.0476049776041667,NA,NA
7,10,2020,281,12.6310801393728,-0.00045993031358885,-0.0323371898257839,NA,NA
8,10,2020,282,12.7022569444444,-6.59722222222221e-05,-0.00463843371527777,NA,NA
9,10,2020,283,12.4060416666667,0.000253472222222222,0.0178213505902778,1.35954788564662e-06,0.00135954788564662
10,10,2020,284,11.4084027777778,0.000541666666666666,0.0380839820833333,4.31869719291986e-06,0.00431869719291986
11,10,2020,285,9.82881944444444,0.00142708333333333,0.100336645104167,1.88661971556681e-05,0.0188661971556681
12,10,2020,286,9.00899305555556,0.00199652777777778,0.140373651909722,3.14507911967607e-05,0.0314507911967607
13,10,2020,287,9.30097222222222,0.0308020833333333,2.16566028885417,0.00202409728020444,2.02409728020444
14,10,2020,288,9.300625,0.0030138888888889,0.211903182361112,5.88632365021858e-05,0.0588632365021858
15,10,2020,289,8.74600694444445,-0.00227777777777777,-0.160148027222222,NA,NA
16,10,2020,290,9.64899305555556,0.00286458333333333,0.201405674479167,5.44828760852613e-05,0.0544828760852613
17,10,2020,291,9.943125,0.00205208333333333,0.144279701354167,3.27924044365981e-05,0.0327924044365981
18,10,2020,292,9.29472222222222,0.0251666666666667,1.76944039833333,0.00148822704574649,1.48822704574649
19,10,2020,293,9.58805555555556,0.0186493055555556,1.31121197288194,0.000943107193911623,0.943107193911623
20,10,2020,294,8.7871875,0.0182777777777778,1.28509026722222,0.00091466041929726,0.91466041929726
21,10,2020,295,7.93986111111111,0.0182777777777778,1.28509026722222,0.00091466041929726,0.91466041929726
22,10,2020,296,7.20840277777778,0.0127916666666667,0.899367884583333,0.000531319285144955,0.531319285144955
23,10,2020,297,6.69864583333333,0.0320034722222222,2.25012860809028,0.00214547010702736,2.14547010702736
24,10,2020,298,5.80409722222222,0.0297743055555556,2.09339837413194,0.00192220392450767,1.92220392450767
25,10,2020,299,4.15559027777778,0.0196701388888889,1.38298563142361,0.00102279214760427,1.02279214760427
26,10,2020,300,4.36274305555556,0.0175034722222222,1.23064970309028,0.000856342560630004,0.856342560630004
27,10,2020,301,5.58333333333333,0.0134340277777778,0.944531581284722,0.000572456356812325,0.572456356812325
28,10,2020,302,7.67048611111111,0.00959027777777778,0.674281785347223,0.000342735861129176,0.342735861129176
29,10,2020,303,8.640625,0.00413541666666667,0.290756555520834,9.52697041743633e-05,0.0952697041743633
30,10,2020,304,8.50371527777778,-0.00550347222222223,-0.386943023090278,NA,NA
31,10,2020,305,7.10822916666667,-0.00727083333333333,-0.511204221041667,NA,NA
1,11,2020,306,6.70010416666667,-0.00411805555555556,-0.289535915069445,NA,NA
2,11,2020,307,6.91760416666667,0.002,0.14061778,3.15340778509196e-05,0.0315340778509196
3,11,2020,308,7.94326388888889,0.0368819444444445,2.59312857493056,0.00266258266313148,2.66258266313148
4,11,2020,309,9.18913194444444,0.0452152777777778,3.17903599159722,0.00363041741143759,3.63041741143759
5,11,2020,310,8.81725694444444,0.0329548611111111,2.31701970482639,0.00224329267995687,2.24329267995687
6,11,2020,311,7.060625,0.0256354166666667,1.80239769052083,0.00153062055563434,1.53062055563434
7,11,2020,312,5.96038194444444,0.0202569444444444,1.42424327868056,0.00106959167553808,1.06959167553808
8,11,2020,313,5.24996527777778,0.000701388888888876,0.0493138742361102,6.39973365741492e-06,0.00639973365741492
9,11,2020,314,4.568125,-0.00678124999999999,-0.4767821603125,NA,NA
10,11,2020,315,4.42815972222222,-0.00459374999999999,-0.3229814634375,NA,NA
11,11,2020,316,4.428125,-0.00423958333333333,-0.298080398229167,NA,NA
12,11,2020,317,4.71086805555556,0.00681249999999999,0.478979313124999,0.000203659652465367,0.203659652465367
13,11,2020,318,5.53663194444444,0.0328298611111111,2.30823109357639,0.00223035487206586,2.23035487206586
14,11,2020,319,5.16954861111111,0.0160381944444444,1.12762764899306,0.000749650982012607,0.749650982012607
15,11,2020,320,5.55822916666667,0.0128055555555556,0.900344396944445,0.000532197566446637,0.532197566446637
16,11,2020,321,5.80260416666667,0.0103229166666667,0.725792812395833,0.000383371450038625,0.383371450038625
17,11,2020,322,6.60177083333333,0.0125729166666667,0.883987814895833,0.000517552165982168,0.517552165982168
18,11,2020,323,6.48586805555556,-0.006375,-0.44821917375,NA,NA
19,11,2020,324,5.74958333333333,-0.0039375,-0.276841254375,NA,NA
20,11,2020,325,6.05805555555556,-0.00536111111111111,-0.376933771388889,NA,NA
21,11,2020,326,5.44472222222222,-0.00132986111111111,-0.0935010585763892,NA,NA
22,11,2020,327,5.04579861111111,0.003,0.21092667,5.84508770036958e-05,0.0584508770036958
23,11,2020,328,5.23645833333333,-0.00210416666666666,-0.147941622708333,NA,NA
24,11,2020,329,5.58645833333333,-0.00189583333333333,-0.133293937291666,NA,NA
25,11,2020,330,5.03736111111111,-0.00421875,-0.2966156296875,NA,NA
26,11,2020,331,5.29201388888889,-0.00587847222222222,-0.413308856840278,NA,NA
27,11,2020,332,6.03868055555556,-0.00104513888888889,-0.0734825551736114,NA,NA
28,11,2020,333,5.50645833333333,-0.006,-0.42185334,NA,NA
29,11,2020,334,4.88385416666667,0.00203819444444445,0.143303188993056,3.24552011995238e-05,0.0324552011995238
30,11,2020,335,5.39427083333333,-0.00160416666666666,-0.112787177708333,NA,NA
1,12,2020,336,4.37454861111111,0.00219444444444445,0.154288953055556,3.63168781463189e-05,0.0363168781463189
2,12,2020,337,4.03486111111111,0.00292708333333333,0.205799980104167,5.63023710095339e-05,0.0563023710095339
3,12,2020,338,4.45309764309764,0.00294276094276094,0.206902255420875,5.67619839664539e-05,0.0567619839664539
4,12,2020,339,4.95270833333333,0.003,0.21092667,5.84508770036958e-05,0.0584508770036958
5,12,2020,340,4.74875,0.003,0.21092667,5.84508770036958e-05,0.0584508770036958
6,12,2020,341,5.49236111111111,0.00267361111111111,0.187978629513889,4.90519186583423e-05,0.0490519186583423
7,12,2020,342,6.17215277777778,0.00206597222222222,0.145256213715278,3.31308011247176e-05,0.0331308011247176
8,12,2020,343,6.61079861111111,0.002,0.14061778,3.15340778509196e-05,0.0315340778509196
9,12,2020,344,6.11649305555556,0.00200694444444444,0.141106036180556,3.17008776349622e-05,0.0317008776349622
10,12,2020,345,5.35270833333333,0.00208680555555556,0.146720982256944,3.36406254838876e-05,0.0336406254838876
11,12,2020,346,4.89708333333333,0.00277083333333333,0.194814216041667,5.17923380040258e-05,0.0517923380040258
12,12,2020,347,4.16635416666667,0.00292013888888889,0.205311723923611,5.60991939596614e-05,0.0560991939596614
13,12,2020,348,3.839375,0.003,0.21092667,5.84508770036958e-05,0.0584508770036958
14,12,2020,349,4.45951388888889,0.003,0.21092667,5.84508770036958e-05,0.0584508770036958
15,12,2020,350,5.05715277777778,0.00299305555555556,0.210438413819444,5.82450703672559e-05,0.0582450703672559
16,12,2020,351,5.50815972222222,0.00272222222222222,0.191396422777778,5.04157419707925e-05,0.0504157419707925
17,12,2020,352,5.43930555555556,0.00267708333333333,0.188222757604167,4.91489086853361e-05,0.0491489086853361
18,12,2020,353,5.56607638888889,0.00235416666666667,0.165518845208333,4.04155701418862e-05,0.0404155701418862
19,12,2020,354,5.64211805555556,0.00705902777777778,0.496312407534722,0.000214982053030871,0.214982053030871
20,12,2020,355,6.19739583333333,0.0309131944444444,2.17347238774306,0.00203522053516466,2.03522053516466
21,12,2020,356,3.91104166666666,0.0212847222222222,1.49650519340278,0.00115327255735243,1.15327255735243
22,12,2020,357,3.00076388888889,0.00675,0.4745850075,0.00020082271044082,0.20082271044082
23,12,2020,358,2.87694444444444,0.00174652777777778,0.122796429409722,2.56568649944881e-05,0.0256568649944881
24,12,2020,359,2.40989583333333,-0.00321180555555556,-0.225818483506945,NA,NA
25,12,2020,360,2.56597222222222,3.81944444444438e-05,0.00268540899305551,7.6281071091244e-08,7.6281071091244e-05
26,12,2020,361,3.09347222222222,0.00560416666666666,0.394022737708333,0.000151302564428266,0.151302564428266
27,12,2020,362,3.56982638888889,0.0207083333333333,1.45597993041667,0.00110607708717045,1.10607708717045
28,12,2020,363,3.8003125,0.0241840277777778,1.70035214878472,0.00140069333296218,1.40069333296218
29,12,2020,364,3.39815972222222,0.000135416666666667,0.00952099552083339,5.2362147242901e-07,0.00052362147242901
30,12,2020,365,4.68267361111111,0.10521875,7.3978135196875,0.0131291992178183,13.1291992178183
31,12,2020,366,4.94079861111111,0.0429444444444445,3.01937622055556,0.00335657935479524,3.35657935479525
