"day","month","year","DOY","Temperature.degC.","Pressure.psi.","depth_cm","flow_m3_s","flow_L_s"
1,1,2022,1,0.476423611111111,0.132902777777778,9.34424678347222,0.0187340346249146,18.7340346249146
2,1,2022,2,1.50309027777778,0.1574375,11.069255869375,0.0242443831814262,24.2443831814262
3,1,2022,3,2.04611111111111,0.192631944444444,13.5437381924306,0.0329586160807031,32.9586160807031
4,1,2022,4,2.13642361111111,0.181052083333333,12.7295710113542,0.0299908965956885,29.9908965956885
5,1,2022,5,1.97927083333333,0.169065972222222,11.8868408437153,0.0270217846170801,27.0217846170801
6,1,2022,6,0.958368055555555,0.193743055555556,13.6218591813194,0.0332483941572575,33.2483941572575
7,1,2022,7,2.08465277777778,0.276635416666667,19.4499290805208,0.057173677031106,57.173677031106
8,1,2022,8,2.34465277777778,0.233274305555556,16.4012574891319,0.0441068367120894,44.1068367120894
9,1,2022,9,2.61222222222222,0.206618055555556,14.5270861400694,0.0366689597062461,36.6689597062461
10,1,2022,10,2.71618055555556,0.201288194444444,14.1523495214931,0.0352390296561739,35.2390296561739
11,1,2022,11,3.1028125,0.331079861111111,23.2778575360764,0.0751536623735232,75.1536623735231
12,1,2022,12,3.53697916666667,0.516319444444444,36.3018470243056,0.147799991740363,147.799991740363
13,1,2022,13,3.87503472222222,0.419600694444444,29.5016590696181,0.107787692781399,107.787692781399
14,1,2022,14,4.11263888888889,0.307315972222222,21.6070448862153,0.0670991554352214,67.0991554352214
15,1,2022,15,4.24208333333333,0.249059027777778,17.5110637875347,0.0487286708071863,48.7286708071863
16,1,2022,16,4.28673611111111,0.216222222222222,15.2023444377778,0.0392944106063914,39.2944106063914
17,1,2022,17,4.32069444444444,0.195072916666667,13.7153602398958,0.0335963642912299,33.5963642912299
18,1,2022,18,4.52215277777778,0.186638888888889,13.1223731086111,0.0314107090194812,31.4107090194812
19,1,2022,19,4.72395833333333,0.180135416666667,12.6651211955208,0.0297600958141414,29.7600958141414
20,1,2022,20,4.88631944444444,0.199909722222222,14.0554306696528,0.0348723890959311,34.8723890959311
21,1,2022,21,4.64631944444444,0.184878472222222,12.9986001668403,0.0309608943238043,30.9608943238043
22,1,2022,22,4.45732638888889,0.172715277777778,12.1434194665972,0.0279145024781829,27.9145024781829
23,1,2022,23,4.00548611111111,0.163392361111111,11.4879355442014,0.0256537703975082,25.6537703975082
24,1,2022,24,3.89951388888889,0.155465277777778,10.9305911140972,0.0237836512380546,23.7836512380546
25,1,2022,25,3.61819444444444,0.148927083333333,10.4708979201042,0.0222781143779126,22.2781143779126
26,1,2022,26,3.39409722222222,0.1428125,10.040988353125,0.0209009810534934,20.9009810534934
27,1,2022,27,3.38548611111111,0.136746527777778,9.61449657940972,0.0195648761184239,19.5648761184239
28,1,2022,28,3.37767361111111,0.130857638888889,9.20045533829861,0.0182970334348117,18.2970334348117
29,1,2022,29,3.53649305555556,0.125840277777778,8.84769024784722,0.0172400299982224,17.2400299982224
30,1,2022,30,4.01458333333333,0.141065972222222,9.91819192371528,0.020513188527857,20.513188527857
31,1,2022,31,3.59482638888889,0.136739583333333,9.61400832322917,0.0195633639255102,19.5633639255102
1,2,2022,32,3.18965277777778,0.127715277777778,8.97951941659722,0.0176325085563752,17.6325085563752
2,2,2022,33,3.01540069686411,0.122404181184669,8.60610211045296,0.0165286878986507,16.5286878986507
3,2,2022,34,3.54079861111111,0.123854166666667,8.70804898020833,0.0168276103853029,16.8276103853029
4,2,2022,35,4.15743055555556,0.123128472222222,8.65702620934028,0.0166777747913137,16.6777747913137
5,2,2022,36,4.17552083333333,0.117059027777778,8.23029030753472,0.0154427542161264,15.4427542161264
6,2,2022,37,4.02569444444444,0.114038194444444,8.01789886899306,0.0148403139355262,14.8403139355262
7,2,2022,38,4.31711805555556,0.110107638888889,7.74154587079861,0.0140688513442641,14.0688513442641
8,2,2022,39,4.42434027777778,0.106090277777778,7.45908967034722,0.0132950729537723,13.2950729537723
9,2,2022,40,4.65475694444444,0.103607638888889,7.28453808579861,0.0128244505174914,12.8244505174914
10,2,2022,41,4.75170138888889,0.102006944444444,7.17199503618056,0.0125241120482517,12.5241120482517
11,2,2022,42,4.71329861111111,0.0990347222222222,6.96302139090278,0.0119729464055822,11.9729464055822
12,2,2022,43,4.41506944444444,0.09525,6.6969217725,0.0112835300085018,11.2835300085018
13,2,2022,44,4.38048611111111,0.0915694444444444,6.43814599680556,0.010626661914263,10.626661914263
14,2,2022,45,4.67486111111111,0.0886423611111111,6.23234601670139,0.0101139910355531,10.1139910355531
15,2,2022,46,4.60309027777778,0.0851423611111111,5.98626490170139,0.00951249018334242,9.51249018334242
16,2,2022,47,4.39711805555556,0.0822638888888889,5.78388271486111,0.00902736369257256,9.02736369257256
17,2,2022,48,4.58538194444445,0.0797152777777778,5.60469269659722,0.00860515588587818,8.60515588587818
18,2,2022,49,4.75881944444444,0.0775138888888889,5.44991548736111,0.00824609095457226,8.24609095457226
19,2,2022,50,4.47236111111111,0.0762847222222222,5.36349414340278,0.0080478979793129,8.0478979793129
