Rec #,Date/Time,Temperature(degC),Pressure(psi)
357,11-24-2018 7:02:40,5.31,0.021
358,11-24-2018 7:17:40,5.31,0.021
359,11-24-2018 7:32:40,5.31,0.021
360,11-24-2018 7:47:40,5.31,0.021
361,11-24-2018 8:02:40,5.31,0.021
362,11-24-2018 8:17:40,5.31,0.021
363,11-24-2018 8:32:40,5.38,0.021
364,11-24-2018 8:47:40,5.31,0.021
365,11-24-2018 9:02:40,5.31,0.021
366,11-24-2018 9:17:40,5.38,0.021
367,11-24-2018 9:32:40,5.38,0.021
368,11-24-2018 9:47:40,5.44,0.021
369,11-24-2018 10:02:40,5.44,0.021
370,11-24-2018 10:17:40,5.44,0.021
371,11-24-2018 10:32:40,5.5,0.021
372,11-24-2018 10:47:40,5.5,0.021
373,11-24-2018 11:02:40,5.56,0.021
374,11-24-2018 11:17:40,5.63,0.022
375,11-24-2018 11:32:40,5.63,0.022
376,11-24-2018 11:47:40,5.63,0.022
377,11-24-2018 12:02:40,5.69,0.022
378,11-24-2018 12:17:40,5.75,0.022
379,11-24-2018 12:32:40,5.75,0.022
380,11-24-2018 12:47:40,5.75,0.022
381,11-24-2018 13:02:40,5.75,0.021
382,11-24-2018 13:17:40,5.81,0.021
383,11-24-2018 13:32:40,5.81,0.021
384,11-24-2018 13:47:40,5.81,0.02
385,11-24-2018 14:02:40,5.81,0.02
386,11-24-2018 14:17:40,5.88,0.02
387,11-24-2018 14:32:40,5.88,0.02
388,11-24-2018 14:47:40,5.88,0.02
389,11-24-2018 15:02:40,5.88,0.021
390,11-24-2018 15:17:40,5.88,0.021
391,11-24-2018 15:32:40,5.88,0.021
392,11-24-2018 15:47:40,5.94,0.021
393,11-24-2018 16:02:40,5.94,0.021
394,11-24-2018 16:17:40,5.94,0.021
395,11-24-2018 16:32:40,5.94,0.021
396,11-24-2018 16:47:40,5.94,0.021
397,11-24-2018 17:02:40,5.94,0.02
398,11-24-2018 17:17:40,5.94,0.02
399,11-24-2018 17:32:40,5.94,0.021
400,11-24-2018 17:47:40,5.94,0.02
401,11-24-2018 18:02:40,6,0.02
402,11-24-2018 18:17:40,5.94,0.02
403,11-24-2018 18:32:40,5.94,0.02
404,11-24-2018 18:47:40,6,0.02
405,11-24-2018 19:02:40,5.94,0.02
406,11-24-2018 19:17:40,5.94,0.02
407,11-24-2018 19:32:40,5.94,0.02
408,11-24-2018 19:47:40,5.94,0.02
409,11-24-2018 20:02:40,5.94,0.02
410,11-24-2018 20:17:40,5.94,0.02
411,11-24-2018 20:32:40,5.94,0.02
412,11-24-2018 20:47:40,5.94,0.019
413,11-24-2018 21:02:40,5.94,0.02
414,11-24-2018 21:17:40,5.94,0.019
415,11-24-2018 21:32:40,5.94,0.02
416,11-24-2018 21:47:40,5.94,0.02
417,11-24-2018 22:02:40,5.94,0.02
418,11-24-2018 22:17:40,5.94,0.02
419,11-24-2018 22:32:40,5.94,0.02
420,11-24-2018 22:47:40,5.94,0.02
421,11-24-2018 23:02:40,5.94,0.02
422,11-24-2018 23:17:40,5.94,0.02
423,11-24-2018 23:32:40,5.94,0.02
424,11-24-2018 23:47:40,5.94,0.02
425,11-25-2018 0:02:40,6,0.02
426,11-25-2018 0:17:40,6,0.02
427,11-25-2018 0:32:40,6,0.02
428,11-25-2018 0:47:40,6,0.02
429,11-25-2018 1:02:40,6,0.02
430,11-25-2018 1:17:40,6,0.021
431,11-25-2018 1:32:40,6,0.021
432,11-25-2018 1:47:40,6,0.021
433,11-25-2018 2:02:40,6,0.021
434,11-25-2018 2:17:40,6,0.021
435,11-25-2018 2:32:40,6.06,0.021
436,11-25-2018 2:47:40,6,0.021
437,11-25-2018 3:02:40,6,0.021
438,11-25-2018 3:17:40,6.06,0.021
439,11-25-2018 3:32:40,6.06,0.021
440,11-25-2018 3:47:40,6.06,0.021
441,11-25-2018 4:02:40,6,0.021
442,11-25-2018 4:17:40,6,0.021
443,11-25-2018 4:32:40,6.06,0.021
444,11-25-2018 4:47:40,6,0.021
445,11-25-2018 5:02:40,6,0.021
446,11-25-2018 5:17:40,6.06,0.021
447,11-25-2018 5:32:40,6,0.021
448,11-25-2018 5:47:40,6,0.021
449,11-25-2018 6:02:40,6,0.021
450,11-25-2018 6:17:40,6,0.022
451,11-25-2018 6:32:40,6,0.022
452,11-25-2018 6:47:40,6,0.022
453,11-25-2018 7:02:40,6,0.022
454,11-25-2018 7:17:40,6,0.022
455,11-25-2018 7:32:40,6,0.022
456,11-25-2018 7:47:40,6,0.022
457,11-25-2018 8:02:40,6,0.022
458,11-25-2018 8:17:40,6,0.022
459,11-25-2018 8:32:40,5.94,0.022
460,11-25-2018 8:47:40,5.94,0.022
461,11-25-2018 9:02:40,6,0.022
462,11-25-2018 9:17:40,6,0.022
463,11-25-2018 9:32:40,6,0.022
464,11-25-2018 9:47:40,6,0.022
465,11-25-2018 10:02:40,6,0.022
466,11-25-2018 10:17:40,6,0.022
467,11-25-2018 10:32:40,6,0.022
468,11-25-2018 10:47:40,6.06,0.022
469,11-25-2018 11:02:40,6.06,0.023
470,11-25-2018 11:17:40,6.06,0.023
471,11-25-2018 11:32:40,6.13,0.023
472,11-25-2018 11:47:40,6.13,0.023
473,11-25-2018 12:02:40,6.13,0.023
474,11-25-2018 12:17:40,6.13,0.023
475,11-25-2018 12:32:40,6.13,0.023
476,11-25-2018 12:47:40,6.13,0.023
477,11-25-2018 13:02:40,6.13,0.024
478,11-25-2018 13:17:40,6.13,0.024
479,11-25-2018 13:32:40,6.13,0.024
480,11-25-2018 13:47:40,6.13,0.024
481,11-25-2018 14:02:40,6.13,0.025
482,11-25-2018 14:17:40,6.13,0.025
483,11-25-2018 14:32:40,6.13,0.026
484,11-25-2018 14:47:40,6.13,0.026
485,11-25-2018 15:02:40,6.19,0.027
486,11-25-2018 15:17:40,6.13,0.027
487,11-25-2018 15:32:40,6.19,0.028
488,11-25-2018 15:47:40,6.19,0.029
489,11-25-2018 16:02:40,6.19,0.03
490,11-25-2018 16:17:40,6.19,0.032
491,11-25-2018 16:32:40,6.13,0.033
492,11-25-2018 16:47:40,6.13,0.033
493,11-25-2018 17:02:40,6.19,0.032
494,11-25-2018 17:17:40,6.13,0.032
495,11-25-2018 17:32:40,6.13,0.033
496,11-25-2018 17:47:40,6.13,0.033
497,11-25-2018 18:02:40,6.13,0.033
498,11-25-2018 18:17:40,6.13,0.033
499,11-25-2018 18:32:40,6.13,0.033
500,11-25-2018 18:47:40,6.13,0.032
501,11-25-2018 19:02:40,6.13,0.032
502,11-25-2018 19:17:40,6.13,0.032
503,11-25-2018 19:32:40,6.13,0.032
504,11-25-2018 19:47:40,6.13,0.031
505,11-25-2018 20:02:40,6.13,0.031
506,11-25-2018 20:17:40,6.19,0.032
507,11-25-2018 20:32:40,6.19,0.032
508,11-25-2018 20:47:40,6.19,0.032
509,11-25-2018 21:02:40,6.19,0.032
510,11-25-2018 21:17:40,6.19,0.032
511,11-25-2018 21:32:40,6.19,0.033
512,11-25-2018 21:47:40,6.19,0.032
513,11-25-2018 22:02:40,6.19,0.032
514,11-25-2018 22:17:40,6.19,0.032
515,11-25-2018 22:32:40,6.19,0.032
516,11-25-2018 22:47:40,6.19,0.032
517,11-25-2018 23:02:40,6.25,0.032
518,11-25-2018 23:17:40,6.25,0.032
519,11-25-2018 23:32:40,6.25,0.033
520,11-25-2018 23:47:40,6.25,0.033
521,11-26-2018 0:02:40,6.25,0.033
522,11-26-2018 0:17:40,6.25,0.033
523,11-26-2018 0:32:40,6.25,0.033
524,11-26-2018 0:47:40,6.25,0.033
525,11-26-2018 1:02:40,6.25,0.032
526,11-26-2018 1:17:40,6.25,0.033
527,11-26-2018 1:32:40,6.25,0.033
528,11-26-2018 1:47:40,6.25,0.033
529,11-26-2018 2:02:40,6.25,0.034
530,11-26-2018 2:17:40,6.25,0.034
531,11-26-2018 2:32:40,6.25,0.034
532,11-26-2018 2:47:40,6.25,0.034
533,11-26-2018 3:02:40,6.25,0.035
534,11-26-2018 3:17:40,6.25,0.036
535,11-26-2018 3:32:40,6.25,0.037
536,11-26-2018 3:47:40,6.25,0.033
537,11-26-2018 4:02:40,6.25,0.03
538,11-26-2018 4:17:40,6.25,0.033
539,11-26-2018 4:32:40,6.25,0.034
540,11-26-2018 4:47:40,6.25,0.036
541,11-26-2018 5:02:40,6.31,0.038
542,11-26-2018 5:17:40,6.25,0.041
543,11-26-2018 5:32:40,6.25,0.043
544,11-26-2018 5:47:40,6.31,0.045
545,11-26-2018 6:02:40,6.31,0.047
546,11-26-2018 6:17:40,6.31,0.05
547,11-26-2018 6:32:40,6.38,0.053
548,11-26-2018 6:47:40,6.38,0.054
549,11-26-2018 7:02:40,6.44,0.057
550,11-26-2018 7:17:40,6.44,0.058
551,11-26-2018 7:32:40,6.44,0.06
552,11-26-2018 7:47:40,6.5,0.061
553,11-26-2018 8:02:40,6.5,0.062
554,11-26-2018 8:17:40,6.5,0.063
555,11-26-2018 8:32:40,6.56,0.065
556,11-26-2018 8:47:40,6.56,0.068
557,11-26-2018 9:02:40,6.63,0.07
558,11-26-2018 9:17:40,6.63,0.073
559,11-26-2018 9:32:40,6.69,0.074
560,11-26-2018 9:47:40,6.75,0.079
561,11-26-2018 10:02:40,6.81,0.084
562,11-26-2018 10:17:40,6.81,0.086
563,11-26-2018 10:32:40,6.88,0.089
564,11-26-2018 10:47:40,6.94,0.094
565,11-26-2018 11:02:40,6.94,0.097
566,11-26-2018 11:17:40,7,0.099
567,11-26-2018 11:32:40,7.06,0.1
568,11-26-2018 11:47:40,7.06,0.101
569,11-26-2018 12:02:40,7.13,0.101
570,11-26-2018 12:17:40,7.19,0.1
571,11-26-2018 12:32:40,7.25,0.099
572,11-26-2018 12:47:40,7.25,0.098
573,11-26-2018 13:02:40,7.31,0.097
574,11-26-2018 13:17:40,7.38,0.098
575,11-26-2018 13:32:40,7.38,0.097
576,11-26-2018 13:47:40,7.44,0.097
577,11-26-2018 14:02:40,7.5,0.097
578,11-26-2018 14:17:40,7.5,0.096
579,11-26-2018 14:32:40,7.56,0.097
580,11-26-2018 14:47:40,7.56,0.097
581,11-26-2018 15:02:40,7.56,0.097
582,11-26-2018 15:17:40,7.63,0.097
583,11-26-2018 15:32:40,7.63,0.099
584,11-26-2018 15:47:40,7.63,0.099
585,11-26-2018 16:02:40,7.69,0.102
586,11-26-2018 16:17:40,7.69,0.101
587,11-26-2018 16:32:40,7.69,0.102
588,11-26-2018 16:47:40,7.69,0.102
589,11-26-2018 17:02:40,7.69,0.101
590,11-26-2018 17:17:40,7.69,0.101
591,11-26-2018 17:32:40,7.69,0.099
592,11-26-2018 17:47:40,7.69,0.099
593,11-26-2018 18:02:40,7.69,0.099
594,11-26-2018 18:17:40,7.69,0.099
595,11-26-2018 18:32:40,7.69,0.098
596,11-26-2018 18:47:40,7.69,0.098
597,11-26-2018 19:02:40,7.69,0.098
598,11-26-2018 19:17:40,7.75,0.097
599,11-26-2018 19:32:40,7.69,0.099
600,11-26-2018 19:47:40,7.75,0.1
601,11-26-2018 20:02:40,7.75,0.101
602,11-26-2018 20:17:40,7.75,0.101
603,11-26-2018 20:32:40,7.75,0.103
604,11-26-2018 20:47:40,7.75,0.103
605,11-26-2018 21:02:40,7.75,0.103
606,11-26-2018 21:17:40,7.75,0.103
607,11-26-2018 21:32:40,7.75,0.104
608,11-26-2018 21:47:40,7.81,0.105
609,11-26-2018 22:02:40,7.81,0.105
